Course Round Hole,Grn Firmness,Grn Height,Stimp,AM Wind Spd,AM Wind Dir,PM Wind Spd,PM Wind Dir,Green Grass
Torrey Pines GC (South) - 1 - 1,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,IW,Poa annua
Torrey Pines GC (South) - 1 - 2,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 1 - 3,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 1 - 4,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 1 - 5,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 1 - 6,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 1 - 7,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 1 - 8,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,DW,Poa annua
Torrey Pines GC (South) - 1 - 9,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 1 - 10,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 1 - 11,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,IW,Poa annua
Torrey Pines GC (South) - 1 - 12,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 1 - 13,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,DW,Poa annua
Torrey Pines GC (South) - 1 - 14,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 1 - 15,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 1 - 16,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 1 - 17,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 1 - 18,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 2 - 1,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,IW,Poa annua
Torrey Pines GC (South) - 2 - 2,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 2 - 3,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 2 - 4,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 2 - 5,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 2 - 6,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 2 - 7,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 2 - 8,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,DW,Poa annua
Torrey Pines GC (South) - 2 - 9,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 2 - 10,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 2 - 11,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,IW,Poa annua
Torrey Pines GC (South) - 2 - 12,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 2 - 13,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,DW,Poa annua
Torrey Pines GC (South) - 2 - 14,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 2 - 15,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 2 - 16,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,RL,Poa annua
Torrey Pines GC (South) - 2 - 17,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 2 - 18,Firm,0.9,12.5,  Var 3-6,SW, W 5-10,LR,Poa annua
Torrey Pines GC (South) - 3 - 1,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 2,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 3,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 4,Firm,0.9,12.5,  Calm,C, NW 4-8,LR,Poa annua
Torrey Pines GC (South) - 3 - 5,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 6,Firm,0.9,12.5,  Calm,C, NW 4-8,LR,Poa annua
Torrey Pines GC (South) - 3 - 7,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 8,Firm,0.9,12.5,  Calm,C, NW 4-8,LR,Poa annua
Torrey Pines GC (South) - 3 - 9,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 10,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 11,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 12,Firm,0.9,12.5,  Calm,C, NW 4-8,IW,Poa annua
Torrey Pines GC (South) - 3 - 13,Firm,0.9,12.5,  Calm,C, NW 4-8,DW,Poa annua
Torrey Pines GC (South) - 3 - 14,Firm,0.9,12.5,  Calm,C, NW 4-8,IW,Poa annua
Torrey Pines GC (South) - 3 - 15,Firm,0.9,12.5,  Calm,C, NW 4-8,LR,Poa annua
Torrey Pines GC (South) - 3 - 16,Firm,0.9,12.5,  Calm,C, NW 4-8,RL,Poa annua
Torrey Pines GC (South) - 3 - 17,Firm,0.9,12.5,  Calm,C, NW 4-8,LR,Poa annua
Torrey Pines GC (South) - 3 - 18,Firm,0.9,12.5,  Calm,C, NW 4-8,LR,Poa annua
Torrey Pines GC (South) - 4 - 1,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,DW,Poa annua
Torrey Pines GC (South) - 4 - 2,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,LR,Poa annua
Torrey Pines GC (South) - 4 - 3,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,DW,Poa annua
Torrey Pines GC (South) - 4 - 4,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,RL,Poa annua
Torrey Pines GC (South) - 4 - 5,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,LR,Poa annua
Torrey Pines GC (South) - 4 - 6,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,IW,Poa annua
Torrey Pines GC (South) - 4 - 7,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,LR,Poa annua
Torrey Pines GC (South) - 4 - 8,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,IW,Poa annua
Torrey Pines GC (South) - 4 - 9,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,LR,Poa annua
Torrey Pines GC (South) - 4 - 10,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,LR,Poa annua
Torrey Pines GC (South) - 4 - 11,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,RL,Poa annua
Torrey Pines GC (South) - 4 - 12,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,RL,Poa annua
Torrey Pines GC (South) - 4 - 13,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,LR,Poa annua
Torrey Pines GC (South) - 4 - 14,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,RL,Poa annua
Torrey Pines GC (South) - 4 - 15,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,RL,Poa annua
Torrey Pines GC (South) - 4 - 16,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,DW,Poa annua
Torrey Pines GC (South) - 4 - 17,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,IW,Poa annua
Torrey Pines GC (South) - 4 - 18,Firm,0.9,12.5,  Var 4-8,SW, NE 10-20,RL,Poa annua
Pebble Beach GL - 1 - 1,Medium,0.11,12,  Calm,C, 8 mph,IW,Poa annua
Pebble Beach GL - 1 - 2,Medium,0.11,12,  Calm,C, 8 mph,DW,Poa annua
Pebble Beach GL - 1 - 3,Medium,0.11,12,  Calm,C, 8 mph,DW,Poa annua
Pebble Beach GL - 1 - 4,Medium,0.11,12,  Calm,C, 8 mph,RL,Poa annua
Pebble Beach GL - 1 - 5,Medium,0.11,12,  Calm,C, 8 mph,IW,Poa annua
Pebble Beach GL - 1 - 6,Medium,0.11,12,  Calm,C, 8 mph,IW,Poa annua
Pebble Beach GL - 1 - 7,Medium,0.11,12,  Calm,C, 8 mph,LR,Poa annua
Pebble Beach GL - 1 - 8,Medium,0.11,12,  Calm,C, 8 mph,LR,Poa annua
Pebble Beach GL - 1 - 9,Medium,0.11,12,  Calm,C, 8 mph,RL,Poa annua
Pebble Beach GL - 1 - 10,Medium,0.11,12,  Calm,C, 8 mph,RL,Poa annua
Pebble Beach GL - 1 - 11,Medium,0.11,12,  Calm,C, 8 mph,RL,Poa annua
Pebble Beach GL - 1 - 12,Medium,0.11,12,  Calm,C, 8 mph,RL,Poa annua
Pebble Beach GL - 1 - 13,Medium,0.11,12,  Calm,C, 8 mph,RL,Poa annua
Pebble Beach GL - 1 - 14,Medium,0.11,12,  Calm,C, 8 mph,DW,Poa annua
Pebble Beach GL - 1 - 15,Medium,0.11,12,  Calm,C, 8 mph,LR,Poa annua
Pebble Beach GL - 1 - 16,Medium,0.11,12,  Calm,C, 8 mph,DW,Poa annua
Pebble Beach GL - 1 - 17,Medium,0.11,12,  Calm,C, 8 mph,LR,Poa annua
Pebble Beach GL - 1 - 18,Medium,0.11,12,  Calm,C, 8 mph,LR,Poa annua
Pebble Beach GL - 2 - 1,Medium,0.11,12, Calm,C, 6 mph,IW,Poa annua
Pebble Beach GL - 2 - 2,Medium,0.11,12, Calm,C, 6 mph,DW,Poa annua
Pebble Beach GL - 2 - 3,Medium,0.11,12, Calm,C, 6 mph,DW,Poa annua
Pebble Beach GL - 2 - 4,Medium,0.11,12, Calm,C, 6 mph,RL,Poa annua
Pebble Beach GL - 2 - 5,Medium,0.11,12, Calm,C, 6 mph,IW,Poa annua
Pebble Beach GL - 2 - 6,Medium,0.11,12, Calm,C, 6 mph,IW,Poa annua
Pebble Beach GL - 2 - 7,Medium,0.11,12, Calm,C, 6 mph,LR,Poa annua
Pebble Beach GL - 2 - 8,Medium,0.11,12, Calm,C, 6 mph,LR,Poa annua
Pebble Beach GL - 2 - 9,Medium,0.11,12, Calm,C, 6 mph,RL,Poa annua
Pebble Beach GL - 2 - 10,Medium,0.11,12, Calm,C, 6 mph,RL,Poa annua
Pebble Beach GL - 2 - 11,Medium,0.11,12, Calm,C, 6 mph,RL,Poa annua
Pebble Beach GL - 2 - 12,Medium,0.11,12, Calm,C, 6 mph,RL,Poa annua
Pebble Beach GL - 2 - 13,Medium,0.11,12, Calm,C, 6 mph,RL,Poa annua
Pebble Beach GL - 2 - 14,Medium,0.11,12, Calm,C, 6 mph,DW,Poa annua
Pebble Beach GL - 2 - 15,Medium,0.11,12, Calm,C, 6 mph,LR,Poa annua
Pebble Beach GL - 2 - 16,Medium,0.11,12, Calm,C, 6 mph,DW,Poa annua
Pebble Beach GL - 2 - 17,Medium,0.11,12, Calm,C, 6 mph,LR,Poa annua
Pebble Beach GL - 2 - 18,Medium,0.11,12, Calm,C, 6 mph,LR,Poa annua
Pebble Beach GL - 3 - 1,Medium,0.11,12, 8 mph,RL, 15 mph,RL,Poa annua
Pebble Beach GL - 3 - 2,Medium,0.11,12, 8 mph,DW, 15 mph,DW,Poa annua
Pebble Beach GL - 3 - 3,Medium,0.11,12, 8 mph,DW, 15 mph,DW,Poa annua
Pebble Beach GL - 3 - 4,Medium,0.11,12, 8 mph,RL, 15 mph,RL,Poa annua
Pebble Beach GL - 3 - 5,Medium,0.11,12, 8 mph,IW, 15 mph,IW,Poa annua
Pebble Beach GL - 3 - 6,Medium,0.11,12, 8 mph,IW, 15 mph,IW,Poa annua
Pebble Beach GL - 3 - 7,Medium,0.11,12, 8 mph,LR, 15 mph,LR,Poa annua
Pebble Beach GL - 3 - 8,Medium,0.11,12, 8 mph,LR, 15 mph,LR,Poa annua
Pebble Beach GL - 3 - 9,Medium,0.11,12, 8 mph,RL, 15 mph,RL,Poa annua
Pebble Beach GL - 3 - 10,Medium,0.11,12, 8 mph,RL, 15 mph,RL,Poa annua
Pebble Beach GL - 3 - 11,Medium,0.11,12, 8 mph,RL, 15 mph,RL,Poa annua
Pebble Beach GL - 3 - 12,Medium,0.11,12, 8 mph,RL, 15 mph,RL,Poa annua
Pebble Beach GL - 3 - 13,Medium,0.11,12, 8 mph,RL, 15 mph,RL,Poa annua
Pebble Beach GL - 3 - 14,Medium,0.11,12, 8 mph,LR, 15 mph,LR,Poa annua
Pebble Beach GL - 3 - 15,Medium,0.11,12, 8 mph,IW, 15 mph,IW,Poa annua
Pebble Beach GL - 3 - 16,Medium,0.11,12, 8 mph,LR, 15 mph,LR,Poa annua
Pebble Beach GL - 3 - 17,Medium,0.11,12, 8 mph,LR, 15 mph,LR,Poa annua
Pebble Beach GL - 3 - 18,Medium,0.11,12, 8 mph,LR, 15 mph,LR,Poa annua
Pebble Beach GL - 4 - 1,Medium,0.11,12, Calm,C, 10 mph,IW,Poa annua
Pebble Beach GL - 4 - 2,Medium,0.11,12, Calm,C, 10 mph,DW,Poa annua
Pebble Beach GL - 4 - 3,Medium,0.11,12, Calm,C, 10 mph,DW,Poa annua
Pebble Beach GL - 4 - 4,Medium,0.11,12, Calm,C, 10 mph,RL,Poa annua
Pebble Beach GL - 4 - 5,Medium,0.11,12, Calm,C, 10 mph,IW,Poa annua
Pebble Beach GL - 4 - 6,Medium,0.11,12, Calm,C, 10 mph,IW,Poa annua
Pebble Beach GL - 4 - 7,Medium,0.11,12, Calm,C, 10 mph,LR,Poa annua
Pebble Beach GL - 4 - 8,Medium,0.11,12, Calm,C, 10 mph,LR,Poa annua
Pebble Beach GL - 4 - 9,Medium,0.11,12, Calm,C, 10 mph,RL,Poa annua
Pebble Beach GL - 4 - 10,Medium,0.11,12, Calm,C, 10 mph,RL,Poa annua
Pebble Beach GL - 4 - 11,Medium,0.11,12, Calm,C, 10 mph,RL,Poa annua
Pebble Beach GL - 4 - 12,Medium,0.11,12, Calm,C, 10 mph,RL,Poa annua
Pebble Beach GL - 4 - 13,Medium,0.11,12, Calm,C, 10 mph,RL,Poa annua
Pebble Beach GL - 4 - 14,Medium,0.11,12, Calm,C, 10 mph,DW,Poa annua
Pebble Beach GL - 4 - 15,Medium,0.11,12, Calm,C, 10 mph,LR,Poa annua
Pebble Beach GL - 4 - 16,Medium,0.11,12, Calm,C, 10 mph,DW,Poa annua
Pebble Beach GL - 4 - 17,Medium,0.11,12, Calm,C, 10 mph,LR,Poa annua
Pebble Beach GL - 4 - 18,Medium,0.11,12, Calm,C, 10 mph,LR,Poa annua
Waialae CC - 1 - 1,Firm,0.12,11,12,RL,8,RL,Tifdwarf Bermudagrass
Waialae CC - 1 - 2,Firm,0.12,11,12,IW,8,IW,Tifdwarf Bermudagrass
Waialae CC - 1 - 3,Firm,0.12,11,12,DW,8,DW,Tifdwarf Bermudagrass
Waialae CC - 1 - 4,Firm,0.12,11,12,IW,8,IW,Tifdwarf Bermudagrass
Waialae CC - 1 - 5,Firm,0.12,11,12,RL,8,RL,Tifdwarf Bermudagrass
Waialae CC - 1 - 6,Firm,0.12,11,12,LR,8,LR,Tifdwarf Bermudagrass
Waialae CC - 1 - 7,Firm,0.12,11,12,IW,8,IW,Tifdwarf Bermudagrass
Waialae CC - 1 - 8,Firm,0.12,11,12,LR,8,LR,Tifdwarf Bermudagrass
Waialae CC - 1 - 9,Firm,0.12,11,12,LR,8,LR,Tifdwarf Bermudagrass
Waialae CC - 1 - 10,Firm,0.12,11,12,IW,8,IW,Tifdwarf Bermudagrass
Waialae CC - 1 - 11,Firm,0.12,11,12,LR,8,LR,Tifdwarf Bermudagrass
Waialae CC - 1 - 12,Firm,0.12,11,12,RL,8,RL,Tifdwarf Bermudagrass
Waialae CC - 1 - 13,Firm,0.12,11,12,LR,8,LR,Tifdwarf Bermudagrass
Waialae CC - 1 - 14,Firm,0.12,11,12,RL,8,RL,Tifdwarf Bermudagrass
Waialae CC - 1 - 15,Firm,0.12,11,12,LR,8,LR,Tifdwarf Bermudagrass
Waialae CC - 1 - 16,Firm,0.12,11,12,DW,8,DW,Tifdwarf Bermudagrass
Waialae CC - 1 - 17,Firm,0.12,11,12,DW,8,DW,Tifdwarf Bermudagrass
Waialae CC - 1 - 18,Firm,0.12,11,12,DW,8,DW,Tifdwarf Bermudagrass
Waialae CC - 2 - 1,Firm,0.12,11,    Calm,C,8,LR,Tifdwarf Bermudagrass
Waialae CC - 2 - 2,Firm,0.12,11,    Calm,C,8,DW,Tifdwarf Bermudagrass
Waialae CC - 2 - 3,Firm,0.12,11,    Calm,C,8,IW,Tifdwarf Bermudagrass
Waialae CC - 2 - 4,Firm,0.12,11,    Calm,C,8,DW,Tifdwarf Bermudagrass
Waialae CC - 2 - 5,Firm,0.12,11,    Calm,C,8,LR,Tifdwarf Bermudagrass
Waialae CC - 2 - 6,Firm,0.12,11,    Calm,C,8,RL,Tifdwarf Bermudagrass
Waialae CC - 2 - 7,Firm,0.12,11,    Calm,C,8,DW,Tifdwarf Bermudagrass
Waialae CC - 2 - 8,Firm,0.12,11,    Calm,C,8,RL,Tifdwarf Bermudagrass
Waialae CC - 2 - 9,Firm,0.12,11,    Calm,C,8,RL,Tifdwarf Bermudagrass
Waialae CC - 2 - 10,Firm,0.12,11,    Calm,C,8,DW,Tifdwarf Bermudagrass
Waialae CC - 2 - 11,Firm,0.12,11,    Calm,C,8,RL,Tifdwarf Bermudagrass
Waialae CC - 2 - 12,Firm,0.12,11,    Calm,C,8,LR,Tifdwarf Bermudagrass
Waialae CC - 2 - 13,Firm,0.12,11,    Calm,C,8,RL,Tifdwarf Bermudagrass
Waialae CC - 2 - 14,Firm,0.12,11,    Calm,C,8,LR,Tifdwarf Bermudagrass
Waialae CC - 2 - 15,Firm,0.12,11,    Calm,C,8,RL,Tifdwarf Bermudagrass
Waialae CC - 2 - 16,Firm,0.12,11,    Calm,C,8,IW,Tifdwarf Bermudagrass
Waialae CC - 2 - 17,Firm,0.12,11,    Calm,C,8,IW,Tifdwarf Bermudagrass
Waialae CC - 2 - 18,Firm,0.12,11,    Calm,C,8,IW,Tifdwarf Bermudagrass
Waialae CC - 3 - 1,Firm,0.12,11,5,DW,5,DW,Tifdwarf Bermudagrass
Waialae CC - 3 - 2,Firm,0.12,11,5,RL,5,RL,Tifdwarf Bermudagrass
Waialae CC - 3 - 3,Firm,0.12,11,5,LR,5,LR,Tifdwarf Bermudagrass
Waialae CC - 3 - 4,Firm,0.12,11,5,RL,5,RL,Tifdwarf Bermudagrass
Waialae CC - 3 - 5,Firm,0.12,11,5,DW,5,DW,Tifdwarf Bermudagrass
Waialae CC - 3 - 6,Firm,0.12,11,5,IW,5,IW,Tifdwarf Bermudagrass
Waialae CC - 3 - 7,Firm,0.12,11,5,RL,5,RL,Tifdwarf Bermudagrass
Waialae CC - 3 - 8,Firm,0.12,11,5,LR,5,LR,Tifdwarf Bermudagrass
Waialae CC - 3 - 9,Firm,0.12,11,5,IW,5,IW,Tifdwarf Bermudagrass
Waialae CC - 3 - 10,Firm,0.12,11,5,IW,5,IW,Tifdwarf Bermudagrass
Waialae CC - 3 - 11,Firm,0.12,11,5,IW,5,IW,Tifdwarf Bermudagrass
Waialae CC - 3 - 12,Firm,0.12,11,5,DW,5,DW,Tifdwarf Bermudagrass
Waialae CC - 3 - 13,Firm,0.12,11,5,IW,5,IW,Tifdwarf Bermudagrass
Waialae CC - 3 - 14,Firm,0.12,11,5,RL,5,RL,Tifdwarf Bermudagrass
Waialae CC - 3 - 15,Firm,0.12,11,5,IW,5,IW,Tifdwarf Bermudagrass
Waialae CC - 3 - 16,Firm,0.12,11,5,LR,5,LR,Tifdwarf Bermudagrass
Waialae CC - 3 - 17,Firm,0.12,11,5,DW,5,DW,Tifdwarf Bermudagrass
Waialae CC - 3 - 18,Firm,0.12,11,5,DW,5,DW,Tifdwarf Bermudagrass
Waialae CC - 4 - 1,Firm,0.12,11,5,RL,12,RL,Tifdwarf Bermudagrass
Waialae CC - 4 - 2,Firm,0.12,11,5,IW,12,IW,Tifdwarf Bermudagrass
Waialae CC - 4 - 3,Firm,0.12,11,5,DW,12,DW,Tifdwarf Bermudagrass
Waialae CC - 4 - 4,Firm,0.12,11,5,IW,12,IW,Tifdwarf Bermudagrass
Waialae CC - 4 - 5,Firm,0.12,11,5,RL,12,RL,Tifdwarf Bermudagrass
Waialae CC - 4 - 6,Firm,0.12,11,5,LR,12,LR,Tifdwarf Bermudagrass
Waialae CC - 4 - 7,Firm,0.12,11,5,IW,12,IW,Tifdwarf Bermudagrass
Waialae CC - 4 - 8,Firm,0.12,11,5,LR,12,LR,Tifdwarf Bermudagrass
Waialae CC - 4 - 9,Firm,0.12,11,5,LR,12,LR,Tifdwarf Bermudagrass
Waialae CC - 4 - 10,Firm,0.12,11,5,IW,12,IW,Tifdwarf Bermudagrass
Waialae CC - 4 - 11,Firm,0.12,11,5,LR,12,LR,Tifdwarf Bermudagrass
Waialae CC - 4 - 12,Firm,0.12,11,5,RL,12,RL,Tifdwarf Bermudagrass
Waialae CC - 4 - 13,Firm,0.12,11,5,LR,12,LR,Tifdwarf Bermudagrass
Waialae CC - 4 - 14,Firm,0.12,11,5,RL,12,RL,Tifdwarf Bermudagrass
Waialae CC - 4 - 15,Firm,0.12,11,5,LR,12,LR,Tifdwarf Bermudagrass
Waialae CC - 4 - 16,Firm,0.12,11,5,DW,12,DW,Tifdwarf Bermudagrass
Waialae CC - 4 - 17,Firm,0.12,11,5,DW,12,DW,Tifdwarf Bermudagrass
Waialae CC - 4 - 18,Firm,0.12,11,5,DW,12,DW,Tifdwarf Bermudagrass
Riviera CC - 1 - 1,Firm,0.1,12.5,  Var 5,SW, W 10,DW,Poa annua
Riviera CC - 1 - 2,Firm,0.1,12.5,  Var 5,SW, W 10,IW,Poa annua
Riviera CC - 1 - 3,Firm,0.1,12.5,  Var 5,SW, W 10,RL,Poa annua
Riviera CC - 1 - 4,Firm,0.1,12.5,  Var 5,SW, W 10,RL,Poa annua
Riviera CC - 1 - 5,Firm,0.1,12.5,  Var 5,SW, W 10,RL,Poa annua
Riviera CC - 1 - 6,Firm,0.1,12.5,  Var 5,SW, W 10,LR,Poa annua
Riviera CC - 1 - 7,Firm,0.1,12.5,  Var 5,SW, W 10,LR,Poa annua
Riviera CC - 1 - 8,Firm,0.1,12.5,  Var 5,SW, W 10,LR,Poa annua
Riviera CC - 1 - 9,Firm,0.1,12.5,  Var 5,SW, W 10,LR,Poa annua
Riviera CC - 1 - 10,Firm,0.1,12.5,  Var 5,SW, W 10,RL,Poa annua
Riviera CC - 1 - 11,Firm,0.1,12.5,  Var 5,SW, W 10,LR,Poa annua
Riviera CC - 1 - 12,Firm,0.1,12.5,  Var 5,SW, W 10,RL,Poa annua
Riviera CC - 1 - 13,Firm,0.1,12.5,  Var 5,SW, W 10,RL,Poa annua
Riviera CC - 1 - 14,Firm,0.1,12.5,  Var 5,SW, W 10,RL,Poa annua
Riviera CC - 1 - 15,Firm,0.1,12.5,  Var 5,SW, W 10,RL,Poa annua
Riviera CC - 1 - 16,Firm,0.1,12.5,  Var 5,SW, W 10,IW,Poa annua
Riviera CC - 1 - 17,Firm,0.1,12.5,  Var 5,SW, W 10,LR,Poa annua
Riviera CC - 1 - 18,Firm,0.1,12.5,  Var 5,SW, W 10,LR,Poa annua
Riviera CC - 2 - 1,Firm,0.1,12.5,  Var 5-10,SW, SW 10,RL,Poa annua
Riviera CC - 2 - 2,Firm,0.1,12.5,  Var 5-10,SW, SW 10,LR,Poa annua
Riviera CC - 2 - 3,Firm,0.1,12.5,  Var 5-10,SW, SW 10,IW,Poa annua
Riviera CC - 2 - 4,Firm,0.1,12.5,  Var 5-10,SW, SW 10,IW,Poa annua
Riviera CC - 2 - 5,Firm,0.1,12.5,  Var 5-10,SW, SW 10,IW,Poa annua
Riviera CC - 2 - 6,Firm,0.1,12.5,  Var 5-10,SW, SW 10,RL,Poa annua
Riviera CC - 2 - 7,Firm,0.1,12.5,  Var 5-10,SW, SW 10,DW,Poa annua
Riviera CC - 2 - 8,Firm,0.1,12.5,  Var 5-10,SW, SW 10,DW,Poa annua
Riviera CC - 2 - 9,Firm,0.1,12.5,  Var 5-10,SW, SW 10,LR,Poa annua
Riviera CC - 2 - 10,Firm,0.1,12.5,  Var 5-10,SW, SW 10,RL,Poa annua
Riviera CC - 2 - 11,Firm,0.1,12.5,  Var 5-10,SW, SW 10,DW,Poa annua
Riviera CC - 2 - 12,Firm,0.1,12.5,  Var 5-10,SW, SW 10,IW,Poa annua
Riviera CC - 2 - 13,Firm,0.1,12.5,  Var 5-10,SW, SW 10,IW,Poa annua
Riviera CC - 2 - 14,Firm,0.1,12.5,  Var 5-10,SW, SW 10,IW,Poa annua
Riviera CC - 2 - 15,Firm,0.1,12.5,  Var 5-10,SW, SW 10,IW,Poa annua
Riviera CC - 2 - 16,Firm,0.1,12.5,  Var 5-10,SW, SW 10,IW,Poa annua
Riviera CC - 2 - 17,Firm,0.1,12.5,  Var 5-10,SW, SW 10,DW,Poa annua
Riviera CC - 2 - 18,Firm,0.1,12.5,  Var 5-10,SW, SW 10,DW,Poa annua
Riviera CC - 3 - 1,Firm,0.1,12.5,  Calm,C, SW 5-10,RL,Poa annua
Riviera CC - 3 - 2,Firm,0.1,12.5,  Calm,C, SW 5-10,LR,Poa annua
Riviera CC - 3 - 3,Firm,0.1,12.5,  Calm,C, SW 5-10,IW,Poa annua
Riviera CC - 3 - 4,Firm,0.1,12.5,  Calm,C, SW 5-10,IW,Poa annua
Riviera CC - 3 - 5,Firm,0.1,12.5,  Calm,C, SW 5-10,IW,Poa annua
Riviera CC - 3 - 6,Firm,0.1,12.5,  Calm,C, SW 5-10,RL,Poa annua
Riviera CC - 3 - 7,Firm,0.1,12.5,  Calm,C, SW 5-10,DW,Poa annua
Riviera CC - 3 - 8,Firm,0.1,12.5,  Calm,C, SW 5-10,DW,Poa annua
Riviera CC - 3 - 9,Firm,0.1,12.5,  Calm,C, SW 5-10,LR,Poa annua
Riviera CC - 3 - 10,Firm,0.1,12.5,  Calm,C, SW 5-10,RL,Poa annua
Riviera CC - 3 - 11,Firm,0.1,12.5,  Calm,C, SW 5-10,DW,Poa annua
Riviera CC - 3 - 12,Firm,0.1,12.5,  Calm,C, SW 5-10,IW,Poa annua
Riviera CC - 3 - 13,Firm,0.1,12.5,  Calm,C, SW 5-10,IW,Poa annua
Riviera CC - 3 - 14,Firm,0.1,12.5,  Calm,C, SW 5-10,IW,Poa annua
Riviera CC - 3 - 15,Firm,0.1,12.5,  Calm,C, SW 5-10,IW,Poa annua
Riviera CC - 3 - 16,Firm,0.1,12.5,  Calm,C, SW 5-10,IW,Poa annua
Riviera CC - 3 - 17,Firm,0.1,12.5,  Calm,C, SW 5-10,DW,Poa annua
Riviera CC - 3 - 18,Firm,0.1,12.5,  Calm,C, SW 5-10,DW,Poa annua
